,Tweets
8339, mo dilaporkan ke polisiwong kadus sambo aja membongkar pejabatnya pinter bohong semua🤣🤣
8340, nahkhan gua udah pernah bilang pak ferdy sambo walaupun bersalah tetep kita perlu beliau untuk  menghajar amp menghabisi para gerombolan kadrun  anarkis gini ayoo pak polisijangan takut amp ragu sikaturusan ham belakangan  i ❤ polri i ❤ 🇮🇩🇮🇩🇮🇩
8341,polisi warga sambo  
8342,  hidup sambo lebih ruwet polisi merangkap bandar judi pembunuh sadis penyogok handal amit amit deh
8343, faktanya teman sambo bukan  memang sambo dulu bukan polisi ya  sembarangan saja main tangkap usut 
8344,    sudah pasti jujur keluarga brigadir j tergolong ekonomi kecil sudah bagus bisa membiayai brigadir j jadi polisi handal dan jujur sayang dibunuh polisi jahat sambo
8345,garagara ferdy sambo ini polisi yang diberhentikan tidak hormat 
8346,bersihkan polisi yg berwatak sambo 
8347,semua personil polisi dibawah sambo harus diafkirdi non job kan dilarang berada diarea mabes polri dikhawatirkan mereka melanjutkan bisnis sambo 
8348, sambo adalah contoh kriminal yg menjadi polisi sambo adalah contoh polisi yg menhadi kriminal  
8349,polisi sambo  harus di pecat 
8350,pasti ini polisi anak buah sambo 
8351,diatas langit masih ada langit bro  hanya allah yang boleh sombong  satu per satu gengster duren tiga disikat polri sudah dua loyalis ferdy sambo dipecat tidak hormat siapa lagi selanjutnya polisi yang dipecat 
8352,susul sambo dan chuck putranto kompol baiquni wibowo dipecat polri ferdysambo brigadirj bharadae baiquniwibowo polisi fyp fypシ breakingnews indopos 
8353,polisi warga sambo 
8354,   ditangkap aja ga bakalan krn polisi lagi sibuk dengan sambo dan putri
8355,sebut polisi sebagai warga sambo di medsos seorang wanita di sikka ditangkap   ⁦yth pak kapolri   
8356, josua jadi korban sambo takut kebongkar kejahatan nya m josua d bunuh d tonton pr polisi d cctv kejam kalian pr polisi hanya karna kejahatan kalian dukung sambo
8357,istri ferdy sambo belum ditahan pakar hukum polisi harus berkomitmen semua sama di mata hukum 
8358,selain pemecatan berkas penetapan tersangka  polisi telah di kejagung terkait kasus ferdy sambo    via 
8359,sesama jenderal polisi terjerat kasus publik ramai bandingkan sikap ferdy sambo dan napoleon bonaparte  
8360,kompol chuck putranto polisi yang bantu ferdy sambo rusak cctv sekarang dipecat tidak hormat oleh polri 
8361,semakin polisi  dg rasa keadilan masyarakat pd kasus sambo dan pc semakin masyarakat marah dan mengangkat berbagai  culas penegakan hukum dan semakin hilang kepercayaan masyarakat thd institusi polri   
8362,   kalo kasus yg membelit masyarakat kecil gerakan polisi emang secepat kilat    kapolda ntt irjen setyo budiyanto memberikan penjelasan soal isu wanita ditangkap karena menyebut polantas seperti ferdy sambo
8363, komnas ham bubarkan sj klu ad kasus pr pejabat pr polisi kg pernah membela yg d bantai sambo dn pr aparat polisi sm sj komnas ham penjahat
8364,hayo menta tulung ka saha  🤣🤣🤣 bensin naek  dpr moal mungkin lagi ngurus  putri candrawasih  ka polisi  lagi sibuk ngurus sambo pa jokowi moal di denge  bu mega komo eta antri minyak kadon di comen 😅😅😅 nuhun jokowi
8365, nggak masuk logikamasih percaya omongan sambo dan istri yang berulang kali berdustajika benar terjadi pc sekali telpon polisi selesai itu josuatapi nggak ada tuh laporan kepolisi di magelang
8366,kejadian di magelanglalu kalian bunuh joshua di jktkalian lakukan pembunuhan berencanakalian khan polisi harusnya lapor ke polisi magelang donk  kalian udah fitnah org meninggaljoshua tdk mungkin lakukan pembelaankalian terancam hukuman mati tuhbap kalian tdk guna  
8367,  cuma tanya hoax sambo amp pc aja ga  kapan di hukum mati calon aidit versi polisi🤔😔
8368,mohon maaf pak  semua yang ada dibawah ferdy sambo adalah polisi yang tidak setia kpd institusi polri jadi bagi pelanggar ham berat mereka harus tetap dipidana kurungan  pemecatan bila tidak dipecat mereka akan melanjutkan bisnis sambo 
8369,soal anggapan  perwira tidak mengetahui ferdy sambo eksekutor yoshua pengacara brigadir j apa keahlian polisi 
8370,    templatenya setiap mahasiswa demo buzzer nge doxing sambil caci maki mahasiswa yg kepleset ngomong begitu opini kepecah polisi mulai  aktivis mahasiswa setelah kasus sambo  masih berani ga ya plokis main ciduk lagi ga ngeri diteriakin sambo sama  kampus😇
8371, joshua itu polisi pegang beceng diancam km yg sopir pake pisau trus krn ini joshua nangis ke pacarnya yakin  skenariogembel
8372,perintah kapolri  perwira polisi dipecat akibat tutupi borok ferdy sambo di pembunuhan brigadir j   
8373,gegara sebut polantas  ferdy sambo   wanita di ntt ditangkap polisi  begini kata kapolda ntt nbsp  
8374,   jangan ganggu polisi sekarang mah lagi fokus pada sambo dan perjudian
8375, jgn slg menyalahkan bu semuanya sdh terjadi kalau di cari siapa otaknya sdh jelas fs tsk dan yg membantu jg sudah jelas diatur dlm kuhp jo  jd jangan takut kalau udh berbuat salah krn bkn hnya suami ibu yg jd korban sambo msh ada polisi lain tp istri mrk tdk kek ibu takutnya
8376,nama  polisi tersangka obstruction of justice kasus ferdy sambo  
8377,bener ini wkwk jangankan anak polisi mama gue cerita even anak kecil yg kemarin ikut karnaval  agustus trus pake baju polisi aja diteriakin sama orang² sambo anak buahnya sambo kasihan mereka gatau apa² tapi diteriakin begitu  
8378,polisi yang mau dibegoin si sambo lantas dipecat ptdh jadi kelihatan tambah bego   dia tak paham sama sekali soal satya haprabu 
8379, tapi kasian cuy ada tetanggaku polisi baik baik yang beneran baik masuk gak nyogok dll tiap balik di jalanan sering di teriakin warga sambo gitu  mending kata ganti warga sambo lu lempar ke oknum brengsek aja karna suka apa enggak ada beberapa polisi yang beneran baik
8380, kejadian di magelang harusnya dari awal dibuka dan dilaporkan ke polisi yg di magelang pasti respon polisi akan sangat cepat kalau ini dilakukan tidak akan ada pembunuhan terhadap alm brigadir j jadi keluarga pak sambo aman sayang nasi sudah jadi bubur
8381,  ibarat kartu as ya ini kartu as nya polisi sambo ini nanganin banyak kasus banyak drama yg di dalamnya ada sambo bahkan lebih banyak yg berpangkat satu contoh bos besar narkoba dia mensuplai uang ke kepolisian kalo si sambo sampe bongkar bakal hancur semua satu kesatuan
8382,  gabakal dilakuin karna rantai sambo ini kalangan org berpangkat semua malah jauh di atas sambo dia bongkar kebusukan ya hampir semua polisi jatuh dr pangkat rendah sampe ke tinggi
8383,      polisi  sambo bravo tni
8384,ahli tak bisa dipungkiri polisi diskriminasi istri sambo dibanding  ibuibu yang masuk penjara ini 
8385,video haruka ayana yang polisi anjay alias cover lagunya inu no omawari san sampai comment sectionnya ditutup 🤣  sebenernya lagunya ngga kenapa napa dan harmless cuma ya momennya bertepatan sama kasus sambo ini
8386, kalau ketemu lokasi alamatnya langsung di tag di google map dan dishare ke medsos biar kita samperin gak usah pakai polisi mereka lagi sibuk bikin sinetron sambo langsung bonyokin sendiri saja
8387,sebut polisi sebagai warga sambo di medsos seorang wanita di sikka ditangkap  sumber mediaindonesia 
8388,viral di media sosial seorang wanita ditangkap polisi usai menyebut polantas layaknya ferdy sambo ini penjelasan kapolda ntt 
8389,  jangan terlalu berharap sudah ada contohnya polisi siksa dan bunuh  anggota fpi tak satu pun pelakunya dihukum   nah ini cuma bunuh  orang bisa jadi sambo bebas yg bunuh  saja bebas 
8390,wanita berjilbab ditangkap di ntt hanya karena menyebut polisi adalah warga sambo 😔 
8391, beulah lagi ini sambo cs polisi jahat yang lain juga mau kali masuk berita
8392,kuasa hukum keluarga brigadir joshua kamaruddin simanjuntak mengusulkan gaji jenderal polisi  juta lebih ini gaji jenderal polisi   portalyogya brigadirjoshua ferdysambo   
8393, sambo dan putri tahu betul kesukaan polisi adalah uang maka diiming imingi dg tas mahal tentu menyimpan uang banyak siapa tahu diantara penyidik dan itu jelas mereka berminat dg uang maka tinggal atur pertemuan dan bicara banyak hal itulah bahasa tas
8394, rupanya polisi masih bisa di setir sama keluarga sambo 🤭🤭
8395,    apakah berani polisi audit kekayaan samboppatk mana kok diam kayak ayam sakit
8396, sambo luar biasa semoga perbuatannya hanya polisi dan tuhan🙏🙏🙏🙏
8397, polisi sambo lg
8398,satu per satu gengster duren tiga disikat polri sudah dua loyalis ferdy sambo dipecat tidak hormat siapa lagi selanjutnya polisi yang dipecat 
8399,    itu bkn teroris mas bro itu rekayasa y sambo biar karier y langsung melejit satgassusmainan y ente gimana sih msh terlena aja justru sambo dan tim y the real king of terorist ok clear 😇 ente blm ngalamin aja berurusan dgn polisi
8400,komentar di medsos sebut polisi yang melakukan penilangan sebagai ‘warga sambo yang meresahkan’ seorang wanita berhijab di ntt ditangkap  lewat  online
8401, kalo sy di posisi j setelah melakukan itu hanya ada dua pilihan melarikan diri atau menyerahkan diri ke kantor polisi gak masuk akal kalo setelah memperkosa tp mau dtg menghadap sambo
8402,ahmad taufan sindir ferdy sambo sebagai jenderal polisi menyelesaikan masalah dengan kekerasan  
8403,heboh wanita ditangkap gegara sebut polisi ‘warga sambo’ ini kata kapolda ntt  kapoldantt ntt sosialmedia ferdysambo
8404,usai perusakan cctv kini giliran pelanggaran etik deretan  anggota polisi ini terancam susul ferdy sambo 
8405,istri ferdy sambo belum ditahan pakar hukum polisi harus berkomitmen semua sama di mata hukum  lewat  online
8406,  si sambo polisi jadi gak dihormati oleh masyarskat
8407,usai perusakan cctv kini giliran pelanggaran etik deretan  anggota polisi ini terancam susul ferdy sambo 
8408,  kepolisian wakanda ❌ kesamboan wakanda ✅  satpol pp ❌ sambo pp ✅  polisi tidur ❌ sambo tidur ✅  polisi lalu lintas ❌ sambo lalu lintas ✅  polsekpolres ❌ samseksamres ✅
8409,tubuhnya dibiarkan selama  jam terkuak sosok polisi yang foto jasad brigadir j di rumah sambo    via 
8410,gegara sambo liat  makin ga percaya aja sama polisi
8411,usai perusakan cctv kini giliran pelanggaran etik deretan  anggota polisi ini terancam susul ferdy sambo  
8412,  polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi sambo polisi
8413, oknum polisi  warga sambo
8414, lha komentarnya seperti itu gak semua pak polisi seperti ferdy sambo  sdh benar kalo dia harus minta maaf krn dia asal komentar  bravo pak kapolri 
8415, kalu dibanting berarti sambo menyaksikan istrinya diperkosa 🤣🤣🤣 untuk meringankn hukuman ya hebatk x rekayasa polisi demi sisambo sebgi imbalan bls js ya 🤥🤥🤕
8416,  jangan sempit kak melihat suatu hal kita tidak sedang bicara kasus sambo tapi perilaku polisi dgn segala kelebihan dan kekurangannya
8417,usai perusakan cctv kini giliran pelanggaran etik deretan  anggota polisi ini terancam susul ferdy sambo 
8418, kenapa di tangkap rubah dong citra polisi knp ada kasus sambointropeksi lama lama rakyat juga bisa lebih buas ingat  ga ada yg bisa cegah rakyat kl sdh rezim keterlaluan
8419,   loh kok dungudunguin orang debat gk harus pake kata kasar bang yg gw maksud yg kena akibat kelakuan sambo kan jadi institusi polisi
8420,dalam kasus pembunuhan brigadir  anggota polisi ikuti jejak ferdy sambo  
8421,kamus baru perwarkopan konoha  sambo  oknum polisi sblmny ada gayus  oknum pajak pinangki  oknum jaksa yaa yaa yaaa biar update aj kalau nongkrong di warkop jdi nyambung obrolannya  ygy
8422, polisi sambo
8423, mana komnas ham  mana komnas perlindungan anak   gmn pak polisi sambo 
8424, catatan arogansi polisi dalam kasus ferdy sambo      saksikan anh youtube channel secara rutin untuk mendapatkan update kebijakan publik  subscribe  
8425, wkwkw ternyata episode polisi sok sokan berantas kasus ini cuma settingan di awal aja   ujung ujung nya sambo aman  dah tau ending nya
8426, lembaga kepolisian masih diisi oleh oknum oknum yg membela pribadi org bukan membela keadilan polisi perlu dipangkas dan pangkas pelaku pelaku di bawah naungan jenderal sambo
8427, terus polisi percaya begitu aja setelah sambo cs ketahuan berbohong memanipulasi skenario masih percaya sama orang yg ud berbohong
8428, kasian  yg lain kena dampak terus  diteriakin sambo sambo sambo ntr  polisi mau nilang dibikin guyonan sama rakyat kan kasian
8429, surat tulisan tangan si ferdy sambo initak berlaku lagi karena ferdy sambo sudah bukan inspektur jenderal polisi lagijadi jelassecara hjkum status ferdy sambo saat ini adalah warga sipil biasa
8430,polisi warga sambo warga sambo warga sambo warga sambo warga sambo warga sambo warga sambo 
8431, umpama aku bilang  sambo tuh ngrepotin diracun aja biar ilang sekalian  gitu apa langsung disatroni polisi ya
8432, mencoba membangun pembelaan diri dng skenario awal apapun itu alasan sambo tindak pidana pembunuhan berencana sdh diakuinya dan alat bukti mendukung yg terpenting polisi dan jaksa hrs solid agar dakwaan bisa meyakinkan majelis hakim dan  menguatkan
8433,komisi  dan komnas ham sepakat kasus km  dibongkar lag ada kesamaan kasus sambo dan km  ada beberapa rekomendasi komnas ham yang tidak dijalankan antara lain soal temuan  mobil dengan nomor polisi palsu yang sampai sekarang tidak diketahui  
8434,radar bogor  perwira polisi yang dipecat bertambah dua kompol ini susul ferdy sambo  
8435, warga sambo kan warga toraja kenapa polisi baper banget sambo kan marga
8436, apakah memang polisi seperti ini yang anda mau pak   katanya mengayomi kasus ferdy sambo memang borok di kepolisian dan akan membekas selamanya
8437,  polisi berjiwa sambokalo bukan psikopat tak mungkin pukuli dan keroyok mahasiswa tak berdaya
8438,polri makin terpuruk dampak kasus ferdy sambo kompol baiquni wibowo dipecat dari anggota polisi 
8439,sambo kembali jadi tersangka  koranjakarta polri polisi polisitembakpolisi tersangka fedrysambo brigadirj indonesia news update  berita selengkapnya ⬇️ 
8440, keberadaan warga sambo memang merrsahkan masyarakat teror paling nyata saat ini adalah keberadaan polisi di tengah masyarakat
8441,siapa saja polisi yang jadi tersangka obstruction of justice sambo 
8442, sangat mencolok perbedaannya di kepolisian penanganan kasus polisi antar polisi spt kasus sambo banyak dramanya walaupun bpk sbg kapolri sdh tegas tetapi pelaksanan kebijakan bawahan anda kurang transparansinya  
8443, polisi mah memang warga sambo semua jangankan yang kroco jenderaljenderal di atas sambo aja klemarklemer gitu ngusut kasus dan menindak pelakunya 
8444, polisi semuanya bawahan sambo kacungnya sambo terbukti tidak ada yang mampu menghadapi sambo beserta kroninya
8445,ini kalo dirunut dari kepala sampe ekor polisi yg terlibat di kasus sambo  di jembatan jurug di turunan pedaringan di belakang isi gak ada lagi yg mokmen  polisi “open job mokmen di belakang isi dishub ramah cekatan dapat sarapan fee cair post jaga”
8446, g bisa bgtu juga lae menilainya  seolah gegara sambo semua polisi rusak dimata qt banyak lagi koq polisi yg baik dan kredibel
8447,jika seperti itu modelnya yaah jangan marah kalo di lebelin polisi sambo  huahuahaaaaa 🤣 
8448,daftar polisi jadi tersangka obstruction of justice sambo   mereka adalah irjen ferdy sambo brigjen hendra kurniawan kombes agus nurpatria akbp arif rahman kompol baiquni wibowo kompol chuck putranto dan akp irfan widyanto
8449,daftar polisi dipecat tidak hormat di kasus ferdy sambo 
